"name","eng_value","generation_time"
"TTH15A","18.218623","1579587864648906250"
"TTH15A","20.64516129032258","1584588408656718750"
"TTH15A","20.591397849462368","1584588424656718750"
"TTH15A","20.537634408602152","1584588448656718750"
"TTH15A","20.483870967741936","1584588496656718750"
"TTH15A","20.43010752688172","1584588592656718750"
"TTH15A","18.21862348178138","1584543384656718750"
"TTH15A","18.25910931174089","1584544280652812500"
"TTH15A","18.21862348178138","1584544536656718750"
"TTH15A","18.178137651821864","1584546840656718750"
"TTH15A","18.21862348178138","1584546968656718750"
"TTH15A","18.178137651821864","1584547096656718750"
"TTH15A","18.21862348178138","1584548760656718750"
"TTH15A","18.178137651821864","1584549144656718750"
"TTH15A","18.21862348178138","1584550424656718750"
"TTH15A","18.178137651821864","1584550552656718750"
"TTH15A","20.483870967741936","1584588600656718750"
"TTH15A","18.178137651821864","1584551704656718750"
"TTH15A","18.13765182186235","1584552856656718750"
"TTH15A","18.178137651821864","1584552984656718750"
"TTH15A","18.13765182186235","1584553112656718750"
"TTH15A","18.299595141700404","1584554904656718750"
"TTH15A","18.34008097165992","1584555032656718750"
"TTH15A","18.380566801619434","1584556440656718750"
"TTH15A","18.46153846153846","1584556568656718750"
"TTH15A","18.42105263157895","1584556696660625000"
"TTH15A","18.46153846153846","1584557336656718750"
"TTH15A","18.502024291497975","1584558104660625000"
"TTH15A","18.46153846153846","1584558616656718750"
"TTH15A","18.502024291497975","1584559512656718750"
"TTH15A","18.54251012145749","1584560152660625000"
"TTH15A","18.62348178137652","1584560920656718750"
"TTH15A","18.663967611336034","1584561048656718750"
"TTH15A","18.785425101214575","1584561176656718750"
"TTH15A","18.74493927125506","1584561304656718750"
"TTH15A","18.866396761133604","1584562584660625000"
"TTH15A","18.90688259109312","1584565656656718750"
"TTH15A","18.94736842105263","1584566424656718750"
"TTH15A","18.90688259109312","1584566936656718750"
"TTH15A","19.149797570850204","1584567064656718750"
"TTH15A","19.23076923076923","1584567192656718750"
"TTH15A","19.190283400809715","1584567704656718750"
"TTH15A","19.149797570850204","1584567960656718750"
"TTH15A","19.31174089068826","1584568728656718750"
"TTH15A","19.271255060728745","1584568856656718750"
"TTH15A","19.31174089068826","1584572056660625000"
"TTH15A","20.43010752688172","1584588608660625000"
"TTH15A","19.31174089068826","1584572312656718750"
"TTH15A","19.352226720647774","1584573080656718750"
"TTH15A","19.676113360323885","1584573208656718750"
"TTH15A","19.757085020242915","1584573336656718750"
"TTH15A","19.7165991902834","1584573464656718750"
"TTH15A","19.676113360323885","1584573592656718750"
"TTH15A","19.635627530364374","1584573720656718750"
"TTH15A","19.59514170040486","1584573848656718750"
"TTH15A","19.554655870445345","1584574104656718750"
"TTH15A","19.51417004048583","1584574360656718750"
"TTH15A","19.59514170040486","1584574744660625000"
"TTH15A","19.676113360323885","1584574872656718750"
"TTH15A","19.635627530364374","1584575640656718750"
"TTH15A","19.757085020242915","1584577560660625000"
"TTH15A","19.7165991902834","1584577688656718750"
"TTH15A","19.676113360323885","1584577944656718750"
"TTH15A","20.053763440860216","1584579224656718750"
"TTH15A","20.107526881720432","1584579352656718750"
"TTH15A","20.053763440860216","1584579608656718750"
"TTH15A","20","1584579736652812500"
"TTH15A","19.959514170040485","1584579992656718750"
"TTH15A","19.91902834008097","1584580760660625000"
"TTH15A","19.959514170040485","1584580888656718750"
"TTH15A","20","1584584088660625000"
"TTH15A","20.053763440860216","1584584728660625000"
"TTH15A","20","1584585240656718750"
"TTH15A","20.268817204301076","1584585368645000000"
"TTH15A","20.43010752688172","1584585496652812500"
"TTH15A","20.376344086021504","1584585880656718750"
"TTH15A","20.32258064516129","1584586136656718750"
"TTH15A","20.268817204301076","1584586392656718750"
"TTH15A","20.43010752688172","1584586904660625000"
"TTH15A","20.483870967741936","1584587032660625000"
"TTH15A","20.43010752688172","1584587800656718750"
"TTH15A","20.591397849462368","1584588440656718750"
"TTH15A","20.483870967741936","1584588568656718750"
"TTH15A","18.582995951417004","1584503320660625000"
"TTH15A","19.10931174089069","1584457496648906250"
"TTH15A","19.068825910931174","1584457624652812500"
"TTH15A","20.32258064516129","1584372760648906250"
"TTH15A","18.987854251012145","1583508504648906250"
"TTH15A","18.25910931174089","1579579416652812500"
"TTH15A","20.43010752688172","1584588616656718750"
"TTH15A","18.25910931174089","1579582104652812500"
"TTH15A","18.21862348178138","1579585432652812500"
"TTH15A","18.25910931174089","1579587608648906250"
"TTH15A","18.21862348178138","1579587864648906250"
"TTH15A","20.483870967741936","1584588624656718750"
"TTH15A","20.43010752688172","1584588632656718750"
"TTH15A","20.483870967741936","1584588672652812500"
"TTH15A","20.537634408602152","1584588952656718750"
"TTH15A","20.483870967741936","1584588984656718750"
"TTH15A","20.537634408602152","1584588992656718750"
"TTH15A","20.483870967741936","1584589000656718750"
"TTH15A","20.645161","1584588408656718750"
"TTH15A","20.591398","1584588424656718750"
"TTH15A","20.537634","1584588448656718750"
"TTH15A","20.483871","1584588496656718750"
"TTH15A","20.430108","1584588592656718750"
"TTH15A","18.218623","1584543384656718750"
"TTH15A","18.259109","1584544280652812500"
"TTH15A","18.218623","1584544536656718750"
"TTH15A","18.178138","1584546840656718750"
"TTH15A","18.218623","1584546968656718750"
"TTH15A","18.178138","1584547096656718750"
"TTH15A","18.218623","1584548760656718750"
"TTH15A","18.178138","1584549144656718750"
"TTH15A","18.218623","1584550424656718750"
"TTH15A","18.178138","1584550552656718750"
"TTH15A","20.483871","1584588600656718750"
"TTH15A","18.178138","1584551704656718750"
"TTH15A","18.137652","1584552856656718750"
"TTH15A","18.178138","1584552984656718750"
"TTH15A","18.137652","1584553112656718750"
"TTH15A","18.299595","1584554904656718750"
"TTH15A","18.340081","1584555032656718750"
"TTH15A","18.380567","1584556440656718750"
"TTH15A","18.461538","1584556568656718750"
"TTH15A","18.421053","1584556696660625000"
"TTH15A","18.461538","1584557336656718750"
"TTH15A","18.502024","1584558104660625000"
"TTH15A","18.461538","1584558616656718750"
"TTH15A","18.502024","1584559512656718750"
"TTH15A","18.542510","1584560152660625000"
"TTH15A","18.623482","1584560920656718750"
"TTH15A","18.663968","1584561048656718750"
"TTH15A","18.785425","1584561176656718750"
"TTH15A","18.744939","1584561304656718750"
"TTH15A","18.866397","1584562584660625000"
"TTH15A","18.906883","1584565656656718750"
"TTH15A","18.947368","1584566424656718750"
"TTH15A","18.906883","1584566936656718750"
"TTH15A","19.149798","1584567064656718750"
"TTH15A","19.230769","1584567192656718750"
"TTH15A","19.190283","1584567704656718750"
"TTH15A","19.149798","1584567960656718750"
"TTH15A","19.311741","1584568728656718750"
"TTH15A","19.271255","1584568856656718750"
"TTH15A","19.311741","1584572056660625000"
"TTH15A","20.430108","1584588608660625000"
"TTH15A","19.311741","1584572312656718750"
"TTH15A","19.352227","1584573080656718750"
"TTH15A","19.676113","1584573208656718750"
"TTH15A","19.757085","1584573336656718750"
"TTH15A","19.716599","1584573464656718750"
"TTH15A","19.676113","1584573592656718750"
"TTH15A","19.635628","1584573720656718750"
"TTH15A","19.595142","1584573848656718750"
"TTH15A","19.554656","1584574104656718750"
"TTH15A","19.514170","1584574360656718750"
"TTH15A","19.595142","1584574744660625000"
"TTH15A","19.676113","1584574872656718750"
"TTH15A","19.635628","1584575640656718750"
"TTH15A","19.757085","1584577560660625000"
"TTH15A","19.716599","1584577688656718750"
"TTH15A","19.676113","1584577944656718750"
"TTH15A","20.053763","1584579224656718750"
"TTH15A","20.107527","1584579352656718750"
"TTH15A","20.053763","1584579608656718750"
"TTH15A","20.000000","1584579736652812500"
"TTH15A","19.959514","1584579992656718750"
"TTH15A","19.919028","1584580760660625000"
"TTH15A","19.959514","1584580888656718750"
"TTH15A","20.000000","1584584088660625000"
"TTH15A","20.053763","1584584728660625000"
"TTH15A","20.000000","1584585240656718750"
"TTH15A","20.268817","1584585368645000000"
"TTH15A","20.430108","1584585496652812500"
"TTH15A","20.376344","1584585880656718750"
"TTH15A","20.322581","1584586136656718750"
"TTH15A","20.268817","1584586392656718750"
"TTH15A","20.430108","1584586904660625000"
"TTH15A","20.483871","1584587032660625000"
"TTH15A","20.430108","1584587800656718750"
"TTH15A","20.591398","1584588440656718750"
"TTH15A","20.483871","1584588568656718750"
"TTH15A","18.582996","1584503320660625000"
"TTH15A","19.109312","1584457496648906250"
"TTH15A","19.068826","1584457624652812500"
"TTH15A","20.322581","1584372760648906250"
"TTH15A","18.987854","1583508504648906250"
"TTH15A","18.259109","1579579416652812500"
"TTH15A","20.430108","1584588616656718750"
"TTH15A","18.259109","1579582104652812500"
"TTH15A","18.218623","1579585432652812500"
"TTH15A","18.259109","1579587608648906250"
"TTH15A","18.218623","1579587864648906250"
"TTH15A","20.483871","1584588624656718750"
"TTH15A","20.430108","1584588632656718750"
"TTH15A","20.483871","1584588672652812500"
"TTH15A","20.537634","1584588952656718750"
"TTH15A","20.483871","1584588984656718750"
"TTH15A","20.537634","1584588992656718750"
"TTH15A","20.483871","1584589000656718750"
"TTH15A","21.505376344086024","1584628472656718750"
"TTH15A","20.483870967741936","1584588696660625000"
"TTH15A","20.537634408602152","1584588952656718750"
"TTH15A","20.483870967741936","1584589080656718750"
"TTH15A","20.43010752688172","1584589592656718750"
"TTH15A","20.483870967741936","1584591256652812500"
"TTH15A","20.698924731182796","1584591384656718750"
"TTH15A","20.913978494623656","1584591512656718750"
"TTH15A","20.86021505376344","1584592024656718750"
"TTH15A","20.806451612903224","1584592280656718750"
"TTH15A","20.913978494623656","1584593048656718750"
"TTH15A","21.505376344086024","1584628696656718750"
"TTH15A","20.86021505376344","1584593816656718750"
"TTH15A","20.913978494623656","1584593944656718750"
"TTH15A","20.86021505376344","1584594072660625000"
"TTH15A","20.913978494623656","1584594200660625000"
"TTH15A","20.86021505376344","1584594328656718750"
"TTH15A","20.913978494623656","1584596248656718750"
"TTH15A","20.967741935483872","1584597272609843750"
"TTH15A","20.913978494623656","1584597400656718750"
"TTH15A","21.129032258064516","1584597528656718750"
"TTH15A","21.236559139784944","1584597656656718750"
"TTH15A","21.182795698924732","1584598040656718750"
"TTH15A","21.129032258064516","1584598296656718750"
"TTH15A","21.29032258064516","1584599064660625000"
"TTH15A","21.344086021505376","1584599192660625000"
"TTH15A","21.29032258064516","1584599320660625000"
"TTH15A","21.344086021505376","1584602776660625000"
"TTH15A","21.559139784946236","1584603672656718750"
"TTH15A","21.72043010752688","1584603800656718750"
"TTH15A","21.666666666666664","1584604056652812500"
"TTH15A","21.612903225806452","1584604184656718750"
"TTH15A","21.559139784946236","1584604312656718750"
"TTH15A","21.774193548387096","1584605208656718750"
"TTH15A","21.72043010752688","1584605336656718750"
"TTH15A","21.666666666666664","1584606872660625000"
"TTH15A","21.72043010752688","1584607000656718750"
"TTH15A","21.666666666666664","1584607384660625000"
"TTH15A","21.72043010752688","1584609432609843750"
"TTH15A","22.096774193548388","1584609688656718750"
"TTH15A","22.258064516129032","1584609816656718750"
"TTH15A","22.204301075268816","1584609944656718750"
"TTH15A","22.1505376344086","1584610200656718750"
"TTH15A","22.096774193548388","1584610328656718750"
"TTH15A","22.043010752688172","1584610456656718750"
"TTH15A","21.989247311827956","1584610712656718750"
"TTH15A","22.096774193548388","1584611352660625000"
"TTH15A","22.043010752688172","1584611480656718750"
"TTH15A","21.989247311827956","1584611864656718750"
"TTH15A","21.935483870967744","1584612504656718750"
"TTH15A","21.989247311827956","1584612632656718750"
"TTH15A","21.935483870967744","1584613144656718750"
"TTH15A","21.881720430107528","1584613656652812500"
"TTH15A","21.505376344086024","1584628704656718750"
"TTH15A","21.881720430107528","1584614424656718750"
"TTH15A","21.827956989247312","1584614936656718750"
"TTH15A","21.935483870967744","1584615704656718750"
"TTH15A","21.881720430107528","1584615960656718750"
"TTH15A","21.827956989247312","1584616216656718750"
"TTH15A","21.881720430107528","1584617368656718750"
"TTH15A","21.827956989247312","1584617496660625000"
"TTH15A","21.774193548387096","1584618008656718750"
"TTH15A","21.72043010752688","1584619160656718750"
"TTH15A","21.666666666666664","1584620568660625000"
"TTH15A","21.72043010752688","1584621720652812500"
"TTH15A","21.774193548387096","1584621848656718750"
"TTH15A","21.72043010752688","1584621976656718750"
"TTH15A","21.666666666666664","1584622104656718750"
"TTH15A","21.612903225806452","1584622872656718750"
"TTH15A","21.72043010752688","1584623384656718750"
"TTH15A","21.666666666666664","1584623640660625000"
"TTH15A","21.612903225806452","1584623896656718750"
"TTH15A","21.559139784946236","1584624792656718750"
"TTH15A","21.612903225806452","1584626328656718750"
"TTH15A","21.559139784946236","1584626456656718750"
"TTH15A","21.505376344086024","1584626968656718750"
"TTH15A","21.559139784946236","1584627864656718750"
"TTH15A","21.505376344086024","1584628248656718750"
"TTH15A","19.959514170040485","1584583448656718750"
"TTH15A","20","1584584088660625000"
"TTH15A","20.053763440860216","1584584728660625000"
"TTH15A","20","1584585240656718750"
"TTH15A","20.268817204301076","1584585368645000000"
"TTH15A","20.43010752688172","1584585496652812500"
"TTH15A","20.376344086021504","1584585880656718750"
"TTH15A","20.32258064516129","1584586136656718750"
"TTH15A","20.268817204301076","1584586392656718750"
"TTH15A","20.43010752688172","1584586904660625000"
"TTH15A","20.483870967741936","1584587032660625000"
"TTH15A","20.43010752688172","1584587800656718750"
"TTH15A","20.591397849462368","1584588440656718750"
"TTH15A","20.483870967741936","1584588568656718750"
"TTH15A","18.582995951417004","1584503320660625000"
"TTH15A","19.10931174089069","1584457496648906250"
"TTH15A","19.068825910931174","1584457624652812500"
"TTH15A","21.505376344086024","1584628712656718750"
"TTH15A","19.068825910931174","1584458008656718750"
"TTH15A","20.32258064516129","1584372760648906250"
"TTH15A","18.987854251012145","1583508504648906250"
"TTH15A","18.25910931174089","1579579416652812500"
"TTH15A","18.21862348178138","1579585432652812500"
"TTH15A","18.25910931174089","1579587608648906250"
"TTH15A","18.21862348178138","1579587864648906250"
"TTH15A","21.505376344086024","1584628720656718750"
"TTH15A","21.451612903225808","1584628896656718750"
"TTH15A","21.505376344086024","1584628904648906250"
"TTH15A","21.451612903225808","1584628928656718750"
"TTH15A","21.505376344086024","1584628936656718750"
"TTH15A","21.451612903225808","1584629000656718750"
"TTH15A","21.505376344086024","1584629008656718750"
"TTH15A","21.451612903225808","1584629016656718750"
"TTH15A","21.505376344086024","1584629072656718750"
"TTH15A","21.451612903225808","1584629080656718750"
"TTH15A","21.505376","1584628472656718750"
"TTH15A","20.483871","1584588696660625000"
"TTH15A","20.537634","1584588952656718750"
"TTH15A","20.483871","1584589080656718750"
"TTH15A","20.430108","1584589592656718750"
"TTH15A","20.483871","1584591256652812500"
"TTH15A","20.698925","1584591384656718750"
"TTH15A","20.913978","1584591512656718750"
"TTH15A","20.860215","1584592024656718750"
"TTH15A","20.806452","1584592280656718750"
"TTH15A","20.913978","1584593048656718750"
"TTH15A","21.505376","1584628696656718750"
"TTH15A","20.860215","1584593816656718750"
"TTH15A","20.913978","1584593944656718750"
"TTH15A","20.860215","1584594072660625000"
"TTH15A","20.913978","1584594200660625000"
"TTH15A","20.860215","1584594328656718750"
"TTH15A","20.913978","1584596248656718750"
"TTH15A","20.967742","1584597272609843750"
"TTH15A","20.913978","1584597400656718750"
"TTH15A","21.129032","1584597528656718750"
"TTH15A","21.236559","1584597656656718750"
"TTH15A","21.182796","1584598040656718750"
"TTH15A","21.129032","1584598296656718750"
"TTH15A","21.290323","1584599064660625000"
"TTH15A","21.344086","1584599192660625000"
"TTH15A","21.290323","1584599320660625000"
"TTH15A","21.344086","1584602776660625000"
"TTH15A","21.559140","1584603672656718750"
"TTH15A","21.720430","1584603800656718750"
"TTH15A","21.666667","1584604056652812500"
"TTH15A","21.612903","1584604184656718750"
"TTH15A","21.559140","1584604312656718750"
"TTH15A","21.774194","1584605208656718750"
"TTH15A","21.720430","1584605336656718750"
"TTH15A","21.666667","1584606872660625000"
"TTH15A","21.720430","1584607000656718750"
"TTH15A","21.666667","1584607384660625000"
"TTH15A","21.720430","1584609432609843750"
"TTH15A","22.096774","1584609688656718750"
"TTH15A","22.258065","1584609816656718750"
"TTH15A","22.204301","1584609944656718750"
"TTH15A","22.150538","1584610200656718750"
"TTH15A","22.096774","1584610328656718750"
"TTH15A","22.043011","1584610456656718750"
"TTH15A","21.989247","1584610712656718750"
"TTH15A","22.096774","1584611352660625000"
"TTH15A","22.043011","1584611480656718750"
"TTH15A","21.989247","1584611864656718750"
"TTH15A","21.935484","1584612504656718750"
"TTH15A","21.989247","1584612632656718750"
"TTH15A","21.935484","1584613144656718750"
"TTH15A","21.881720","1584613656652812500"
"TTH15A","21.505376","1584628704656718750"
"TTH15A","21.881720","1584614424656718750"
"TTH15A","21.827957","1584614936656718750"
"TTH15A","21.935484","1584615704656718750"
"TTH15A","21.881720","1584615960656718750"
"TTH15A","21.827957","1584616216656718750"
"TTH15A","21.881720","1584617368656718750"
"TTH15A","21.827957","1584617496660625000"
"TTH15A","21.774194","1584618008656718750"
"TTH15A","21.720430","1584619160656718750"
"TTH15A","21.666667","1584620568660625000"
"TTH15A","21.720430","1584621720652812500"
"TTH15A","21.774194","1584621848656718750"
"TTH15A","21.720430","1584621976656718750"
"TTH15A","21.666667","1584622104656718750"
"TTH15A","21.612903","1584622872656718750"
"TTH15A","21.720430","1584623384656718750"
"TTH15A","21.666667","1584623640660625000"
"TTH15A","21.612903","1584623896656718750"
"TTH15A","21.559140","1584624792656718750"
"TTH15A","21.612903","1584626328656718750"
"TTH15A","21.559140","1584626456656718750"
"TTH15A","21.505376","1584626968656718750"
"TTH15A","21.559140","1584627864656718750"
"TTH15A","21.505376","1584628248656718750"
"TTH15A","19.959514","1584583448656718750"
"TTH15A","20.000000","1584584088660625000"
"TTH15A","20.053763","1584584728660625000"
"TTH15A","20.000000","1584585240656718750"
"TTH15A","20.268817","1584585368645000000"
"TTH15A","20.430108","1584585496652812500"
"TTH15A","20.376344","1584585880656718750"
"TTH15A","20.322581","1584586136656718750"
"TTH15A","20.268817","1584586392656718750"
"TTH15A","20.430108","1584586904660625000"
"TTH15A","20.483871","1584587032660625000"
"TTH15A","20.430108","1584587800656718750"
"TTH15A","20.591398","1584588440656718750"
"TTH15A","20.483871","1584588568656718750"
"TTH15A","18.582996","1584503320660625000"
"TTH15A","19.109312","1584457496648906250"
"TTH15A","19.068826","1584457624652812500"
"TTH15A","21.505376","1584628712656718750"
"TTH15A","19.068826","1584458008656718750"
"TTH15A","20.322581","1584372760648906250"
"TTH15A","18.987854","1583508504648906250"
"TTH15A","18.259109","1579579416652812500"
"TTH15A","18.218623","1579585432652812500"
"TTH15A","18.259109","1579587608648906250"
"TTH15A","18.218623","1579587864648906250"
"TTH15A","21.505376","1584628720656718750"
"TTH15A","21.451613","1584628896656718750"
"TTH15A","21.505376","1584628904648906250"
"TTH15A","21.451613","1584628928656718750"
"TTH15A","21.505376","1584628936656718750"
"TTH15A","21.451613","1584629000656718750"
"TTH15A","21.505376","1584629008656718750"
"TTH15A","21.451613","1584629016656718750"
"TTH15A","21.505376","1584629072656718750"
"TTH15A","21.451613","1584629080656718750"
"TTH15A","20.376344086021504","1584673656660625000"
"TTH15A","21.505376344086024","1584628760656718750"
"TTH15A","21.451612903225808","1584629016656718750"
"TTH15A","21.505376344086024","1584629400656718750"
"TTH15A","20.376344086021504","1584673776656718750"
"TTH15A","21.505376344086024","1584629656656718750"
"TTH15A","21.451612903225808","1584629912660625000"
"TTH15A","21.397849462365592","1584631064656718750"
"TTH15A","21.344086021505376","1584632344656718750"
"TTH15A","21.397849462365592","1584632472656718750"
"TTH15A","21.344086021505376","1584632600656718750"
"TTH15A","21.397849462365592","1584634008652812500"
"TTH15A","21.344086021505376","1584634392652812500"
"TTH15A","21.29032258064516","1584635160656718750"
"TTH15A","21.344086021505376","1584635544660625000"
"TTH15A","21.29032258064516","1584636056660625000"
"TTH15A","21.236559139784944","1584637208656718750"
"TTH15A","21.182795698924732","1584639000660625000"
"TTH15A","21.236559139784944","1584640024656718750"
"TTH15A","21.182795698924732","1584640536656718750"
"TTH15A","21.129032258064516","1584641304656718750"
"TTH15A","21.182795698924732","1584641560656718750"
"TTH15A","21.236559139784944","1584641688660625000"
"TTH15A","21.182795698924732","1584641816656718750"
"TTH15A","21.129032258064516","1584642200660625000"
"TTH15A","21.182795698924732","1584642840656718750"
"TTH15A","21.129032258064516","1584643224656718750"
"TTH15A","21.0752688172043","1584643736660625000"
"TTH15A","21.021505376344088","1584645272656718750"
"TTH15A","21.129032258064516","1584646168656718750"
"TTH15A","21.0752688172043","1584646296656718750"
"TTH15A","21.021505376344088","1584646680656718750"
"TTH15A","21.0752688172043","1584647704656718750"
