date,county,sum_sale_dollars,sum_sale_liters
2019-11-08T00:00:00.000,Dallas,1146.98,22.05
2015-03-04T00:00:00.000,Marion,31809.66,2269.66
2017-05-03T00:00:00.000,HUMBOLDT,28432.70,2075.05
2016-07-18T00:00:00.000,Polk,163257.51,9839.28
2016-03-29T00:00:00.000,Emmet,8300.99,616.27
2015-03-31T00:00:00.000,Mills,5791.94,451.20
2015-11-17T00:00:00.000,Humboldt,12976.11,897.40
2015-01-08T00:00:00.000,Black Hawk,150250.12,9446.43
2013-10-29T00:00:00.000,Chickasaw,6417.87,631.87
2016-05-18T00:00:00.000,Kossuth,22866.24,1633.11
2012-04-11T00:00:00.000,Palo Alto,10078.50,791.61
2016-09-28T00:00:00.000,Buchanan,4923.63,366.33
2014-05-07T00:00:00.000,Buchanan,8550.52,692.00
2017-12-04T00:00:00.000,KEOKUK,3433.11,295.62
2014-01-15T00:00:00.000,Greene,1963.32,136.42
2019-07-31T00:00:00.000,POLK,494820.37,29744.39
2016-12-01T00:00:00.000,,126142.36,7703.41
2012-05-08T00:00:00.000,Kossuth,8376.80,649.64
2012-11-27T00:00:00.000,Warren,21768.64,1612.68
2016-05-03T00:00:00.000,Mills,5504.65,465.55
2019-12-17T00:00:00.000,AUDUBON,4248.15,320.50
2013-02-28T00:00:00.000,Iowa,7527.67,553.51
2019-10-23T00:00:00.000,Wapello,9408.05,585.79
2019-01-18T00:00:00.000,DUBUQUE,12.99,0.75
2019-06-26T00:00:00.000,OBRIEN,12247.00,924.64
2016-04-18T00:00:00.000,Shelby,5408.16,426.87
2018-06-05T00:00:00.000,CRAWFORD,1997.22,98.00
2017-09-15T00:00:00.000,WINNEBAGO,13674.80,1140.80
2015-02-16T00:00:00.000,Van Buren,1393.37,130.04
2019-07-16T00:00:00.000,CARROLL,7392.11,491.25
2012-05-23T00:00:00.000,Muscatine,1386.74,124.32
2017-04-12T00:00:00.000,Polk,31329.94,1945.51
2013-10-28T00:00:00.000,Clayton,9740.20,785.25
2017-10-23T00:00:00.000,CARROLL,63.00,9.00
2015-10-13T00:00:00.000,Union,30162.29,2531.25
2018-10-25T00:00:00.000,JOHNSON,35463.29,2313.32
2012-04-24T00:00:00.000,Butler,1939.49,182.10
2012-01-24T00:00:00.000,Adair,2586.50,281.25
2018-10-31T00:00:00.000,SCOTT,193312.84,11664.46
2018-10-10T00:00:00.000,WEBSTER,88564.61,6612.51
2012-10-17T00:00:00.000,Kossuth,20580.75,1600.07
2018-11-12T00:00:00.000,Polk,2930.93,106.46
2019-10-22T00:00:00.000,BREMER,29723.51,2286.89
2019-06-26T00:00:00.000,Scott,27482.70,850.50
2015-01-12T00:00:00.000,Lee,52275.39,3935.56
2013-10-04T00:00:00.000,Iowa,82258.80,6339.90
2019-01-07T00:00:00.000,IOWA,6025.44,526.32
2013-09-06T00:00:00.000,Johnson,61417.34,4248.60
2016-10-17T00:00:00.000,BUENA VIST,4477.42,392.22
2018-10-12T00:00:00.000,RINGGOLD,2446.50,168.75
2017-07-31T00:00:00.000,DELAWARE,8004.24,591.30
2019-08-14T00:00:00.000,WASHINGTON,15701.35,1176.71
2012-03-21T00:00:00.000,Warren,3035.42,260.62
2015-03-05T00:00:00.000,Story,922.79,60.72
2018-07-19T00:00:00.000,MARSHALL,50797.71,3136.02
2014-08-12T00:00:00.000,Story,12999.40,1117.20
2017-10-04T00:00:00.000,WAPELLO,45424.67,2746.43
2017-01-10T00:00:00.000,WARREN,33852.99,2446.72
2014-02-03T00:00:00.000,Cerro Gordo,100251.47,8443.98
2019-03-14T00:00:00.000,HARDIN,952.89,72.75
2016-08-09T00:00:00.000,Madison,1386.27,106.50
2014-10-09T00:00:00.000,Poweshiek,21508.09,1405.82
2012-06-04T00:00:00.000,Butler,2979.96,273.00
2018-11-12T00:00:00.000,KEOKUK,2317.61,202.40
2019-01-02T00:00:00.000,BOONE,27921.83,1774.12
2013-06-14T00:00:00.000,Hamilton,1675.22,148.59
2019-03-25T00:00:00.000,Iowa,5978.88,360.15
2014-03-11T00:00:00.000,Story,21933.68,1419.13
2016-10-03T00:00:00.000,Linn,2844.75,244.35
2017-11-17T00:00:00.000,HARDIN,14054.21,1214.70
2015-12-07T00:00:00.000,Des Moines,61033.44,4040.49
2018-02-06T00:00:00.000,OBRIEN,21416.10,1636.23
2018-03-21T00:00:00.000,WARREN,2859.69,216.67
2012-03-07T00:00:00.000,Appanoose,11084.13,883.29
2019-06-07T00:00:00.000,MADISON,14862.33,1038.66
2015-06-11T00:00:00.000,Cedar,7328.79,629.97
2012-02-07T00:00:00.000,Jasper,5761.97,379.18
2018-10-08T00:00:00.000,POWESHIEK,25228.80,1567.48
2016-10-28T00:00:00.000,MONTGOMERY,13088.18,828.46
2012-05-25T00:00:00.000,Wright,10118.39,848.50
2019-11-29T00:00:00.000,BLACK HAWK,98359.49,5640.95
2013-12-28T00:00:00.000,Taylor,4737.93,337.25
2019-02-12T00:00:00.000,Plymouth,11798.69,849.15
2018-09-11T00:00:00.000,DALLAS,57020.76,3651.97
2019-06-04T00:00:00.000,LYON,15218.76,1137.99
2014-02-18T00:00:00.000,Hamilton,7620.38,692.36
2014-09-10T00:00:00.000,Polk,160492.51,11072.48
2016-12-08T00:00:00.000,IOWA,4334.55,338.87
2016-01-25T00:00:00.000,Van Buren,3946.17,309.38
2019-03-25T00:00:00.000,JASPER,2578.44,166.87
2019-06-04T00:00:00.000,BENTON,2892.21,211.87
2015-03-30T00:00:00.000,Scott,77677.59,4902.40
2017-08-21T00:00:00.000,HARDIN,10956.73,865.68
2015-11-30T00:00:00.000,Clayton,10821.74,841.60
2014-03-18T00:00:00.000,Wright,12654.78,931.15
2012-12-04T00:00:00.000,Clinton,46859.25,3909.62
2017-06-26T00:00:00.000,LINN,108471.23,7236.01
2018-10-29T00:00:00.000,KEOKUK,2612.38,249.25
2019-06-28T00:00:00.000,Adair,7420.25,494.84
2014-05-13T00:00:00.000,Palo Alto,11126.73,915.82
2018-10-15T00:00:00.000,BREMER,64825.02,3709.00
2013-09-03T00:00:00.000,Worth,5784.73,433.49
2018-04-23T00:00:00.000,BLACK HAWK,104658.37,8389.38
2018-04-17T00:00:00.000,LINN,238720.69,17192.00
2012-03-28T00:00:00.000,Lyon,12140.85,929.65
2012-04-23T00:00:00.000,Sioux,24610.65,1980.40
2012-10-24T00:00:00.000,Woodbury,127767.55,8637.35
2017-12-15T00:00:00.000,BLACK HAWK,23859.36,1507.59
2015-09-14T00:00:00.000,Des Moines,77551.09,4960.43
2017-09-21T00:00:00.000,LEE,0.00,8.25
2017-12-18T00:00:00.000,Linn,3371.43,288.85
2019-07-29T00:00:00.000,WEBSTER,1507.56,106.50
2015-09-08T00:00:00.000,Benton,10098.47,822.18
2019-10-07T00:00:00.000,WARREN,337.44,18.00
2016-04-12T00:00:00.000,Jones,10374.07,1028.62
2013-04-17T00:00:00.000,Warren,1696.14,115.50
2012-09-07T00:00:00.000,Warren,152.04,4.50
2012-08-09T00:00:00.000,Cedar,6371.68,599.81
2013-07-30T00:00:00.000,Hardin,6666.13,618.12
2016-09-14T00:00:00.000,DICKINSON,55514.33,4022.82
2014-09-25T00:00:00.000,Cedar,7714.55,643.83
2013-12-12T00:00:00.000,Jackson,1610.22,162.00
2015-12-18T00:00:00.000,Louisa,6006.54,398.63
2014-05-27T00:00:00.000,Lyon,11908.52,902.71
2018-07-23T00:00:00.000,Cerro Gord,2186.58,180.50
2013-02-20T00:00:00.000,Benton,4720.04,397.38
2018-10-29T00:00:00.000,Polk,2727.75,165.55
2014-08-04T00:00:00.000,Keokuk,4754.66,414.75
2015-01-13T00:00:00.000,Butler,3800.28,280.35
2018-06-15T00:00:00.000,ALLAMAKEE,20503.81,1633.95
2012-08-15T00:00:00.000,Woodbury,44848.21,3851.55
2019-07-05T00:00:00.000,TAYLOR,1858.26,122.50
2019-02-06T00:00:00.000,MONONA,4360.98,304.08
2012-10-02T00:00:00.000,Clayton,3572.05,274.52
2017-10-24T00:00:00.000,,6088.28,456.16
2016-11-16T00:00:00.000,MAHASKA,19148.53,1377.49
2019-02-25T00:00:00.000,JONES,24546.85,1993.97
2018-06-04T00:00:00.000,HARDIN,22486.12,1579.16
2018-11-26T00:00:00.000,Adair,5634.19,457.20
2014-10-22T00:00:00.000,Jasper,1639.76,134.50
2013-10-23T00:00:00.000,Hamilton,2776.01,269.25
2017-06-15T00:00:00.000,CRAWFORD,22031.90,1420.77
2013-05-15T00:00:00.000,Black Hawk,37843.15,2857.82
2018-08-16T00:00:00.000,Dallas,22008.97,1131.75
2014-06-11T00:00:00.000,Allamakee,19760.63,1611.89
2013-04-10T00:00:00.000,Pocahontas,2551.32,205.60
2018-12-12T00:00:00.000,HAMILTON,2174.55,154.75
2017-12-18T00:00:00.000,APPANOOSE,0.00,0.75
2017-03-07T00:00:00.000,CERRO GORD,14087.76,466.50
2012-06-12T00:00:00.000,Pottawattamie,178721.94,12705.71
2013-09-18T00:00:00.000,Scott,214330.24,15565.12
2018-08-22T00:00:00.000,Iowa,5668.44,305.75
2015-08-17T00:00:00.000,Franklin,6336.52,492.68
2018-03-16T00:00:00.000,KOSSUTH,28210.37,2024.49
2015-06-29T00:00:00.000,Hardin,18267.60,1614.75
2019-10-09T00:00:00.000,Webster,4365.41,240.95
2015-11-23T00:00:00.000,Wapello,39518.97,2618.57
2013-10-09T00:00:00.000,Iowa,16046.97,1329.16
2015-06-17T00:00:00.000,Iowa,6870.00,661.50
2014-07-07T00:00:00.000,Worth,5587.30,398.21
2019-11-13T00:00:00.000,DICKINSON,46343.11,3238.80
2015-05-11T00:00:00.000,Webster,1430.46,175.00
2015-11-09T00:00:00.000,Audubon,8179.23,669.63
2013-02-12T00:00:00.000,Adams,1535.23,104.04
2017-01-09T00:00:00.000,BREMER,31332.20,2319.63
2019-04-17T00:00:00.000,WARREN,3750.24,240.00
2014-09-25T00:00:00.000,Crawford,22848.29,1960.45
2014-12-27T00:00:00.000,Dickinson,58134.26,4175.13
2020-01-06T00:00:00.000,POCAHONTAS,4561.68,414.50
2017-08-14T00:00:00.000,JACKSON,22805.95,1655.70
2015-01-14T00:00:00.000,Des Moines,1289.14,87.75
2014-12-30T00:00:00.000,Decatur,1223.23,97.72
2016-12-05T00:00:00.000,Linn,3704.34,336.35
2017-05-31T00:00:00.000,BLACK HAWK,4129.33,335.50
2018-05-25T00:00:00.000,HENRY,8355.49,587.82
2015-12-28T00:00:00.000,Cherokee,16518.46,1189.05
2014-09-23T00:00:00.000,Monona,10612.56,730.26
2015-07-23T00:00:00.000,Greene,29369.73,2004.40
2012-04-17T00:00:00.000,Hardin,4919.65,472.97
2013-04-15T00:00:00.000,Worth,4994.19,404.12
2013-03-14T00:00:00.000,Clarke,1107.12,76.50
2017-03-16T00:00:00.000,,135798.22,8738.98
2014-10-22T00:00:00.000,Scott,227554.10,14712.29
2017-03-23T00:00:00.000,MARSHALL,102789.71,6409.72
2014-02-13T00:00:00.000,Greene,7608.98,619.50
2017-04-17T00:00:00.000,LYON,13398.36,991.52
2015-11-21T00:00:00.000,Ringgold,2968.75,238.50
2016-12-27T00:00:00.000,IDA,14311.08,987.91
2019-06-05T00:00:00.000,MARION,22933.32,1538.60
2019-01-03T00:00:00.000,HARDIN,23.39,0.75
2015-12-28T00:00:00.000,Adair,6046.38,436.50
2020-01-31T00:00:00.000,GUTHRIE,7195.85,544.86
2014-07-15T00:00:00.000,Black Hawk,1064.43,70.26
2016-06-23T00:00:00.000,Black Hawk,198391.88,12595.74
2014-07-29T00:00:00.000,Clayton,1778.81,131.50
2019-06-26T00:00:00.000,HANCOCK,10395.58,862.80
2015-03-30T00:00:00.000,Jasper,10659.23,778.05
2016-02-01T00:00:00.000,Butler,2673.96,261.00
2018-04-13T00:00:00.000,Black Hawk,8925.41,483.43
2013-02-04T00:00:00.000,Winnebago,12601.12,1092.38
2015-05-20T00:00:00.000,Bremer,9539.28,753.92
2015-05-19T00:00:00.000,Clayton,2913.91,204.55
2015-11-11T00:00:00.000,Scott,235590.11,15602.44
2016-06-16T00:00:00.000,Poweshiek,19154.33,1415.90
2018-10-16T00:00:00.000,DALLAS,36928.86,2282.37
2015-01-12T00:00:00.000,Delaware,8555.65,661.15
2013-10-29T00:00:00.000,Kossuth,3166.11,222.60
2019-05-29T00:00:00.000,Webster,3715.02,230.75
2015-08-05T00:00:00.000,Lucas,8965.04,663.31
2019-04-19T00:00:00.000,RINGGOLD,1078.11,92.25
2018-11-15T00:00:00.000,JASPER,41724.91,3054.25
2013-02-05T00:00:00.000,Winnebago,1135.62,94.50
2015-08-12T00:00:00.000,Monroe,5263.44,416.98
2012-02-02T00:00:00.000,Polk,418545.27,28014.14
2018-01-17T00:00:00.000,MONONA,5246.05,336.81
2012-10-22T00:00:00.000,Delaware,16785.87,1368.09
2013-08-06T00:00:00.000,Black Hawk,181.86,4.50
2014-10-30T00:00:00.000,Carroll,51877.51,4833.64
2019-09-06T00:00:00.000,FREMONT,2270.06,174.25
2012-04-03T00:00:00.000,Grundy,5639.86,434.99
2013-04-02T00:00:00.000,Washington,1314.48,88.50
2012-05-09T00:00:00.000,Johnson,11929.59,774.29
2015-05-06T00:00:00.000,Sac,13780.86,1031.72
2019-10-28T00:00:00.000,Iowa,1097.88,80.10
2014-06-10T00:00:00.000,Chickasaw,2324.00,250.75
2020-02-27T00:00:00.000,LINN,140249.29,9187.11
2018-09-10T00:00:00.000,Des Moines,4268.97,292.35
2018-06-29T00:00:00.000,CLARKE,16500.85,1131.15
2017-05-19T00:00:00.000,Hancock,3589.88,232.50
2019-10-31T00:00:00.000,POLK,465418.09,25688.77
2015-03-02T00:00:00.000,Guthrie,5226.76,378.30
2018-07-10T00:00:00.000,OSCEOLA,3358.20,269.70
2013-05-07T00:00:00.000,Taylor,1814.85,137.50
2017-10-03T00:00:00.000,POLK,456035.76,22933.86
2018-03-30T00:00:00.000,UNION,22086.89,1428.60
2017-02-20T00:00:00.000,FLOYD,25879.69,2130.67
2012-08-31T00:00:00.000,Winnebago,12229.50,1068.19
2013-10-15T00:00:00.000,Taylor,3178.57,250.50
2018-07-06T00:00:00.000,PAGE,17748.47,1473.75
2017-02-07T00:00:00.000,,17071.99,980.30
2017-03-13T00:00:00.000,BUTLER,4059.28,370.57
2014-06-03T00:00:00.000,Plymouth,30369.81,2242.87
2013-06-17T00:00:00.000,Monona,2692.28,217.11
2012-08-16T00:00:00.000,Story,52456.51,4152.34
2012-10-24T00:00:00.000,Ida,6022.96,520.02
2017-11-06T00:00:00.000,Delaware,7999.38,502.80
2016-11-09T00:00:00.000,POCAHONTAS,6380.81,568.79
2014-04-01T00:00:00.000,Dickinson,38603.61,2858.88
2018-01-10T00:00:00.000,CLAY,24175.98,1961.86
2013-02-12T00:00:00.000,Muscatine,37836.09,2724.02
2015-10-26T00:00:00.000,Muscatine,79493.03,5103.86
2013-01-22T00:00:00.000,Linn,18868.14,1353.84
2017-08-11T00:00:00.000,BREMER,4877.78,419.22
2019-05-09T00:00:00.000,LINN,148274.13,10451.21
2014-11-24T00:00:00.000,Buchanan,9057.49,738.37
2018-05-30T00:00:00.000,WAYNE,2090.23,152.25
2018-02-07T00:00:00.000,Black Hawk,2107.56,124.80
2019-07-08T00:00:00.000,IOWA,13622.67,1115.64
2013-03-11T00:00:00.000,Boone,21142.41,1694.09
2017-03-22T00:00:00.000,Kossuth,1259.13,110.25
2012-08-15T00:00:00.000,Ida,7018.17,616.37
2019-10-08T00:00:00.000,BUCHANAN,17818.26,1196.74
2013-11-11T00:00:00.000,Black Hawk,113093.77,7360.86
2013-07-25T00:00:00.000,Clinton,59618.91,4563.40
2013-04-10T00:00:00.000,Hancock,2469.45,207.25
2017-11-17T00:00:00.000,POTTAWATTA,111777.50,8351.29
2016-07-19T00:00:00.000,Ida,11631.68,837.02
2019-10-29T00:00:00.000,JOHNSON,93884.03,5675.96
2017-09-26T00:00:00.000,CHEROKEE,10092.55,768.08
2012-01-30T00:00:00.000,Polk,170793.57,12031.18
2015-11-09T00:00:00.000,Van Buren,2541.58,171.47
2017-09-22T00:00:00.000,KOSSUTH,22423.29,1563.43
2019-01-22T00:00:00.000,CALHOUN,8096.20,696.65
2016-12-21T00:00:00.000,Dickinson,1471.91,97.00
2013-04-29T00:00:00.000,Boone,24340.84,2060.15
2014-11-17T00:00:00.000,Linn,307667.81,21524.90
2012-02-14T00:00:00.000,Page,15392.37,1356.65
2015-03-26T00:00:00.000,Greene,9069.40,664.75
2019-08-01T00:00:00.000,JASPER,1302.68,43.00
2012-01-18T00:00:00.000,Buena Vista,22463.88,1827.42
2015-12-23T00:00:00.000,Marshall,4486.08,220.77
2017-05-01T00:00:00.000,GUTHRIE,5250.38,360.12
2018-08-23T00:00:00.000,BLACK HAWK,93499.82,6414.05
2015-09-03T00:00:00.000,Dallas,8033.02,602.33
2016-06-30T00:00:00.000,Scott,109984.82,7726.71
2014-01-06T00:00:00.000,Fayette,1185.47,108.35
2019-03-28T00:00:00.000,IOWA,1088.57,78.68
2012-07-30T00:00:00.000,Wright,3224.95,272.88
2019-01-16T00:00:00.000,Hardin,4261.32,399.00
2019-08-23T00:00:00.000,DALLAS,47633.12,2741.87
2019-04-11T00:00:00.000,Cerro Gord,30295.68,1961.28
2019-07-23T00:00:00.000,CLAYTON,1477.56,126.00
2014-04-07T00:00:00.000,Iowa,7768.46,591.98
2017-05-08T00:00:00.000,PLYMOUTH,20767.59,1222.89
2018-03-20T00:00:00.000,WOODBURY,1016.46,88.50
2012-03-28T00:00:00.000,Henry,11287.41,983.73
2017-05-15T00:00:00.000,Iowa,4401.75,323.25
2012-06-25T00:00:00.000,Clayton,6620.34,541.32
2017-09-07T00:00:00.000,STORY,3967.64,553.50
2018-08-06T00:00:00.000,POCAHONTAS,27.00,3.50
2020-02-20T00:00:00.000,Polk,31958.84,1848.71
2018-11-29T00:00:00.000,Boone,4447.68,295.44
2018-10-04T00:00:00.000,WINNEBAGO,4335.64,293.55
2016-09-27T00:00:00.000,BOONE,26154.41,1745.85
2016-10-26T00:00:00.000,WAPELLO,47470.22,3616.92
2016-11-28T00:00:00.000,POTTAWATTA,100073.99,5884.93
2019-01-28T00:00:00.000,SCOTT,111671.98,7064.04
2018-03-30T00:00:00.000,HANCOCK,5643.74,382.30
2013-01-08T00:00:00.000,Warren,21077.94,1716.65
2013-05-22T00:00:00.000,Union,1714.88,164.93
2016-08-16T00:00:00.000,Cherokee,10404.55,814.15
2015-09-04T00:00:00.000,Jones,8766.94,822.86
2012-03-06T00:00:00.000,Washington,1448.04,96.00
2016-06-30T00:00:00.000,Jasper,3219.66,263.12
2020-01-21T00:00:00.000,HARDIN,1011.66,83.92
2016-01-06T00:00:00.000,Boone,23366.15,1642.17
2018-03-01T00:00:00.000,Scott,2025.91,168.45
2019-11-16T00:00:00.000,ADAMS,3847.85,244.35
2018-01-24T00:00:00.000,LINN,66496.59,4202.28
2019-07-12T00:00:00.000,DES MOINES,133704.60,9144.58
2016-02-17T00:00:00.000,Linn,51592.22,3198.37
2014-10-01T00:00:00.000,Plymouth,2029.62,175.25
2019-11-22T00:00:00.000,BOONE,34868.38,2125.65
2012-12-21T00:00:00.000,Winneshiek,28447.82,2112.03
2014-10-08T00:00:00.000,Lucas,4629.32,355.67
2013-11-20T00:00:00.000,Buena Vista,24356.34,1805.73
2016-03-08T00:00:00.000,Linn,86445.78,6065.95
2018-04-11T00:00:00.000,MAHASKA,15652.00,1066.75
2018-09-28T00:00:00.000,KOSSUTH,22877.76,1706.49
2016-01-25T00:00:00.000,Audubon,3224.30,329.37
2015-07-20T00:00:00.000,Clayton,12134.54,930.95
2014-08-11T00:00:00.000,Linn,210052.69,13881.92
2015-10-19T00:00:00.000,Cass,19959.28,1554.15
2014-07-30T00:00:00.000,Plymouth,2096.91,174.75
2015-05-11T00:00:00.000,Cedar,1304.76,121.95
2014-06-26T00:00:00.000,Wayne,1469.55,159.37
2013-02-19T00:00:00.000,Pottawattamie,127695.08,8449.71
2016-03-22T00:00:00.000,Linn,92610.80,6599.58
2012-11-13T00:00:00.000,Winnebago,1673.56,122.75
2019-06-07T00:00:00.000,Henry,5360.25,403.87
2019-02-20T00:00:00.000,CEDAR,9740.25,776.22
2019-07-26T00:00:00.000,OBRIEN,47.25,2.25
2019-08-09T00:00:00.000,HUMBOLDT,16664.10,1190.05
2019-05-30T00:00:00.000,JASPER,8485.56,586.22
2017-03-07T00:00:00.000,DALLAS,43977.44,2780.84
2013-08-12T00:00:00.000,Cass,14022.94,1116.90
2019-12-10T00:00:00.000,HARDIN,1402.02,123.25
2015-10-05T00:00:00.000,Wapello,1153.39,94.41
2018-08-24T00:00:00.000,ALLAMAKEE,16876.95,1238.42
2014-05-07T00:00:00.000,Benton,3609.04,279.13
2018-08-31T00:00:00.000,Adair,5142.40,397.62
2019-10-07T00:00:00.000,WEBSTER,3026.36,194.27
2019-12-24T00:00:00.000,WOODBURY,325176.21,18432.60
2016-09-15T00:00:00.000,BLACK HAWK,69364.17,4289.63
2017-04-21T00:00:00.000,MONTGOMERY,9201.59,787.12
2020-02-28T00:00:00.000,TAYLOR,3826.88,250.45
2017-09-13T00:00:00.000,WOODBURY,240885.40,16158.28
2018-08-20T00:00:00.000,BUCHANAN,22977.28,2077.57
2014-09-24T00:00:00.000,Henry,1462.40,96.63
2018-09-10T00:00:00.000,CHICKASAW,7088.12,579.50
2017-08-24T00:00:00.000,LINN,53780.97,3609.74
2013-08-26T00:00:00.000,Jackson,22052.45,1818.35
2017-09-13T00:00:00.000,Marion,1674.41,122.30
2019-04-26T00:00:00.000,MARION,17304.56,1345.97
2012-11-07T00:00:00.000,Webster,41356.17,3056.45
2018-08-07T00:00:00.000,CALHOUN,11698.25,937.37
2012-04-23T00:00:00.000,Hardin,14231.39,1132.70
2015-05-12T00:00:00.000,Howard,19517.89,1350.10
2018-03-27T00:00:00.000,POWESHIEK,0.00,5.25
2019-04-09T00:00:00.000,JASPER,598.78,62.00
2012-11-27T00:00:00.000,Grundy,7736.17,585.61
2015-07-21T00:00:00.000,Marshall,45436.84,3357.91
2019-01-31T00:00:00.000,IOWA,6966.69,610.35
2018-12-21T00:00:00.000,Linn,3543.99,347.67
2019-05-08T00:00:00.000,PLYMOUTH,5564.16,404.99
2016-10-26T00:00:00.000,MARSHALL,1188.24,94.23
2013-01-16T00:00:00.000,Webster,43077.29,3822.23
2019-08-23T00:00:00.000,BENTON,2416.15,167.37
2013-01-15T00:00:00.000,Emmet,9103.96,677.43
2017-01-30T00:00:00.000,POWESHIEK,2457.36,164.63
2019-07-22T00:00:00.000,HOWARD,2947.67,263.87
2017-10-31T00:00:00.000,BUENA VIST,25271.02,717.17
2019-10-02T00:00:00.000,POTTAWATTA,143044.81,8455.38
2012-07-02T00:00:00.000,Decatur,643.96,65.00
2016-06-01T00:00:00.000,Mahaska,18097.24,1347.78
2015-08-11T00:00:00.000,Union,17189.98,1305.50
2018-02-20T00:00:00.000,WEBSTER,2298.11,182.62
2015-05-12T00:00:00.000,Dubuque,140136.29,9635.95
2015-02-24T00:00:00.000,Montgomery,11494.71,864.54
2013-03-18T00:00:00.000,Calhoun,4181.87,345.98
2016-06-28T00:00:00.000,Webster,58111.29,4124.40
2017-10-13T00:00:00.000,WINNEBAGO,13140.44,1129.40
2015-08-04T00:00:00.000,Benton,11758.78,1112.45
2019-04-22T00:00:00.000,IDA,5377.34,312.00
2018-09-06T00:00:00.000,CRAWFORD,26670.38,1903.41
2016-01-07T00:00:00.000,Poweshiek,17634.10,1245.37
2014-02-17T00:00:00.000,Benton,2991.36,316.50
2015-06-15T00:00:00.000,Van Buren,3071.62,255.79
2018-12-05T00:00:00.000,POTTAWATTA,192.00,9.00
2016-08-24T00:00:00.000,Dickinson,99956.60,6877.77
2016-03-03T00:00:00.000,Clinton,62708.36,4524.66
2013-04-11T00:00:00.000,Warren,7984.12,649.00
2015-10-14T00:00:00.000,Calhoun,5260.00,405.48
2014-06-04T00:00:00.000,Hancock,6708.66,556.88
2017-03-20T00:00:00.000,CEDAR,2749.52,230.99
2019-06-17T00:00:00.000,BUTLER,2457.03,201.75
2018-11-26T00:00:00.000,MITCHELL,3143.95,281.25
2015-12-18T00:00:00.000,Henry,21748.96,1287.97
2017-05-01T00:00:00.000,Wapello,1575.46,145.75
2017-10-10T00:00:00.000,BOONE,29701.71,2032.81
2016-11-02T00:00:00.000,CEDAR,8991.08,649.01
2012-03-21T00:00:00.000,Grundy,796.80,78.50
2017-11-02T00:00:00.000,BLACK HAWK,91472.73,5918.13
2012-07-30T00:00:00.000,Ringgold,2678.22,223.50
2012-12-06T00:00:00.000,Marshall,43973.05,2836.82
2015-03-04T00:00:00.000,Poweshiek,2014.24,152.74
2019-05-14T00:00:00.000,POWESHIEK,35196.19,2460.67
2015-05-05T00:00:00.000,Webster,69339.56,4995.53
2016-11-29T00:00:00.000,CRAWFORD,1781.63,129.75
2013-07-31T00:00:00.000,Wapello,56890.14,4767.39
2016-09-21T00:00:00.000,LINN,76527.03,4547.79
2019-12-17T00:00:00.000,DELAWARE,22366.14,1555.80
2017-03-17T00:00:00.000,KOSSUTH,26824.64,1853.76
2017-07-31T00:00:00.000,AUDUBON,4076.49,419.75
2016-11-30T00:00:00.000,MONONA,4228.44,275.64
2017-08-09T00:00:00.000,HAMILTON,1350.14,107.00
2015-02-17T00:00:00.000,O'Brien,31248.02,2877.66
2015-09-23T00:00:00.000,Allamakee,14000.62,1204.02
2012-07-03T00:00:00.000,Decatur,2096.88,157.75
2014-04-09T00:00:00.000,Monroe,3717.42,273.49
2017-01-09T00:00:00.000,IOWA,752.22,74.75
2013-07-30T00:00:00.000,Sioux,20219.38,1604.25
2015-03-18T00:00:00.000,Polk,130978.85,8454.95
2018-04-24T00:00:00.000,BOONE,29615.66,2330.38
2012-06-25T00:00:00.000,Clarke,6849.49,564.50
2018-04-06T00:00:00.000,HARDIN,11319.69,1046.25
2012-03-01T00:00:00.000,Johnson,110541.40,7758.10
2017-12-22T00:00:00.000,PAGE,23129.69,1497.05
2018-12-03T00:00:00.000,LOUISA,2904.53,202.35
2019-10-29T00:00:00.000,FAYETTE,15431.30,1097.97
2019-06-04T00:00:00.000,TAMA,8962.46,691.40
2018-06-27T00:00:00.000,PALO ALTO,10555.93,793.54
2014-03-17T00:00:00.000,Delaware,15816.87,1460.25
2015-04-16T00:00:00.000,Clinton,54164.64,4237.08
2017-11-10T00:00:00.000,HARDIN,16776.14,1151.69
2013-02-25T00:00:00.000,Monona,3413.92,249.51
2019-08-26T00:00:00.000,SCOTT,173280.54,10987.28
2012-05-30T00:00:00.000,Kossuth,43705.94,3619.81
2015-01-05T00:00:00.000,Jackson,30750.36,2296.77
2018-11-13T00:00:00.000,WEBSTER,2522.62,165.25
2016-11-17T00:00:00.000,,57398.57,3966.49
2013-04-03T00:00:00.000,Woodbury,42835.94,3485.42
2017-03-03T00:00:00.000,KOSSUTH,23193.85,1817.74
2012-04-17T00:00:00.000,Guthrie,3964.84,302.13
2012-10-08T00:00:00.000,Union,21622.49,1497.50
2018-12-14T00:00:00.000,HARDIN,15822.49,1230.70
2015-05-05T00:00:00.000,Osceola,5118.38,459.20
2014-12-17T00:00:00.000,Winneshiek,30682.90,2123.41
2017-10-12T00:00:00.000,Cerro Gord,30935.11,2229.71
2016-02-09T00:00:00.000,Union,14243.98,1071.00
2017-06-07T00:00:00.000,POWESHIEK,3190.41,284.00
2016-12-12T00:00:00.000,BUTLER,2647.67,243.18
2014-01-29T00:00:00.000,Mahaska,20547.30,1553.37
2017-11-01T00:00:00.000,POCAHONTAS,6101.73,472.72
2019-02-08T00:00:00.000,Madison,1236.56,70.50
2016-10-05T00:00:00.000,POLK,123914.47,7685.54
