date,county,sum_sale_dollars,sum_sale_liters
2015-02-16T00:00:00.000,Clinton,744.98,94.30
2012-12-26T00:00:00.000,Buena Vista,42389.58,2855.07
2017-11-28T00:00:00.000,PLYMOUTH,14937.08,1039.42
2013-12-28T00:00:00.000,Polk,269067.31,17013.76
2017-10-12T00:00:00.000,CERRO GORD,98672.77,8127.87
2014-11-24T00:00:00.000,Linn,57241.23,3502.27
2019-06-18T00:00:00.000,BLACK HAWK,344510.15,19676.20
2016-04-21T00:00:00.000,Cedar,2785.65,236.51
2018-10-22T00:00:00.000,BUTLER,1006.25,85.50
2013-06-26T00:00:00.000,Appanoose,24167.60,1769.66
2014-08-26T00:00:00.000,Chickasaw,10819.94,963.62
2013-02-18T00:00:00.000,Audubon,1047.60,87.75
2012-08-14T00:00:00.000,Delaware,889.24,72.00
2014-10-14T00:00:00.000,O'Brien,22995.33,1856.32
2017-07-19T00:00:00.000,TAMA,21526.71,1597.15
2019-07-19T00:00:00.000,BUENA VIST,3414.79,249.57
2013-08-01T00:00:00.000,Jackson,1470.72,118.80
2014-11-17T00:00:00.000,Buchanan,23355.59,1706.97
2019-11-05T00:00:00.000,SIOUX,35061.92,2373.12
2013-10-17T00:00:00.000,Warren,45276.88,3326.81
2012-08-28T00:00:00.000,Lee,81508.58,6727.16
2017-05-25T00:00:00.000,SCOTT,120526.24,9306.14
2012-12-27T00:00:00.000,Marshall,61827.15,4148.01
2012-01-03T00:00:00.000,Jones,18632.44,1536.30
2017-12-07T00:00:00.000,JOHNSON,17539.17,1097.03
2015-03-04T00:00:00.000,Webster,2167.31,144.49
2018-03-30T00:00:00.000,RINGGOLD,1126.88,107.75
2019-08-02T00:00:00.000,HUMBOLDT,18704.80,1883.90
2015-01-06T00:00:00.000,Osceola,10844.22,817.78
2015-07-08T00:00:00.000,Monona,10322.91,865.97
2012-11-26T00:00:00.000,Hancock,1141.62,102.00
2017-08-16T00:00:00.000,JASPER,640.98,61.05
2014-02-17T00:00:00.000,Franklin,8628.31,683.61
2019-06-20T00:00:00.000,JOHNSON,121223.43,8723.15
2018-07-09T00:00:00.000,MARSHALL,3375.47,218.50
2012-12-10T00:00:00.000,Johnson,147534.41,8275.38
2019-11-19T00:00:00.000,SHELBY,18211.12,1284.34
2015-12-21T00:00:00.000,Osceola,8252.46,621.70
2013-11-23T00:00:00.000,Humboldt,9515.41,722.62
2019-08-06T00:00:00.000,CEDAR,1724.38,61.96
2013-07-03T00:00:00.000,Harrison,12802.77,967.42
2018-09-05T00:00:00.000,Hardin,6437.58,481.50
2018-12-10T00:00:00.000,HOWARD,17566.67,1256.91
2016-02-22T00:00:00.000,Pottawattamie,52841.90,3370.95
2017-01-23T00:00:00.000,FLOYD,18504.74,1406.36
2017-10-19T00:00:00.000,DES MOINES,4505.25,258.52
2016-10-17T00:00:00.000,MAHASKA,2327.56,224.70
2015-02-04T00:00:00.000,Mahaska,14756.95,1109.13
2015-06-03T00:00:00.000,Buena Vista,31183.75,2324.24
2016-05-10T00:00:00.000,Union,15703.61,1297.50
2012-11-07T00:00:00.000,Poweshiek,4182.40,303.80
2018-09-21T00:00:00.000,Polk,24756.63,1773.62
2013-01-21T00:00:00.000,Guthrie,853.62,58.50
2018-05-09T00:00:00.000,DICKINSON,79015.11,5473.00
2012-04-30T00:00:00.000,Pocahontas,1636.39,172.25
2013-01-21T00:00:00.000,Sioux,20487.45,1490.76
2013-12-27T00:00:00.000,Lee,74297.27,4801.09
2012-11-12T00:00:00.000,Fayette,11982.13,886.33
2014-08-29T00:00:00.000,Wapello,1219.99,98.25
2019-04-25T00:00:00.000,MARION,2608.90,190.35
2013-01-16T00:00:00.000,Poweshiek,4339.67,329.25
2012-04-11T00:00:00.000,Crawford,20891.70,1615.87
2019-07-30T00:00:00.000,SIOUX,34434.68,2375.69
2013-02-20T00:00:00.000,Ida,8741.62,715.14
2014-05-22T00:00:00.000,Warren,32191.36,2530.17
2012-12-17T00:00:00.000,Woodbury,160180.79,10863.32
2018-09-17T00:00:00.000,CLINTON,2719.25,174.10
2018-10-11T00:00:00.000,JASPER,62082.62,3842.35
2013-01-22T00:00:00.000,Buchanan,771.52,60.00
2017-06-12T00:00:00.000,POLK,278066.32,15447.22
2018-05-14T00:00:00.000,MITCHELL,7350.23,650.43
2015-12-09T00:00:00.000,Dubuque,4619.55,242.25
2020-01-10T00:00:00.000,Iowa,4074.64,300.35
2012-11-29T00:00:00.000,Benton,2332.95,221.49
2012-04-10T00:00:00.000,Shelby,12996.00,915.97
2012-10-03T00:00:00.000,Jasper,4305.29,279.43
2015-05-18T00:00:00.000,Louisa,4057.59,267.94
2012-02-06T00:00:00.000,Hancock,3467.00,360.60
2014-08-11T00:00:00.000,Buchanan,16610.43,1307.20
2013-12-23T00:00:00.000,Boone,26498.25,1871.35
2012-03-20T00:00:00.000,Des Moines,42868.40,3167.93
2019-06-04T00:00:00.000,Cerro Gord,495.00,9.00
2016-09-13T00:00:00.000,OBRIEN,47332.53,3256.14
2014-12-02T00:00:00.000,Tama,12804.60,1030.53
2019-04-08T00:00:00.000,CEDAR,3625.98,284.09
2013-04-03T00:00:00.000,Davis,2326.00,200.00
2016-02-03T00:00:00.000,Winneshiek,23541.38,2083.87
2018-08-16T00:00:00.000,CLAYTON,23.99,0.75
2013-12-18T00:00:00.000,Black Hawk,55008.68,3642.34
2019-04-15T00:00:00.000,POWESHIEK,1013.74,76.12
2018-01-22T00:00:00.000,JOHNSON,110354.90,8711.82
2014-12-04T00:00:00.000,Marshall,1253.88,55.50
2019-02-28T00:00:00.000,MADISON,36.12,1.75
2013-02-11T00:00:00.000,Black Hawk,214789.41,12485.62
2018-05-30T00:00:00.000,DAVIS,1662.02,156.75
2018-08-06T00:00:00.000,JACKSON,18243.80,1454.67
2014-03-17T00:00:00.000,Cedar,970.98,93.00
2016-11-10T00:00:00.000,JASPER,30258.76,2311.00
2018-02-09T00:00:00.000,BUTLER,2537.88,274.50
2017-09-12T00:00:00.000,CALHOUN,13315.79,1163.23
2014-12-08T00:00:00.000,Shelby,15440.43,922.46
2015-12-21T00:00:00.000,Webster,72027.22,4762.95
2013-01-02T00:00:00.000,Hamilton,9442.20,643.39
2018-03-26T00:00:00.000,Iowa,5808.80,450.60
2015-10-19T00:00:00.000,Keokuk,3912.81,309.28
2014-07-28T00:00:00.000,Audubon,5634.35,491.50
2014-10-02T00:00:00.000,Polk,496085.38,31675.81
2019-09-10T00:00:00.000,HARRISON,11649.88,773.72
2017-05-10T00:00:00.000,Iowa,1559.25,104.20
2019-11-07T00:00:00.000,BLACK HAWK,87644.23,4930.58
2015-01-06T00:00:00.000,Webster,72704.39,6147.64
2012-07-23T00:00:00.000,,3509.36,354.75
2019-10-16T00:00:00.000,CHEROKEE,2826.88,143.90
2019-10-16T00:00:00.000,WINNESHIEK,96.00,3.00
2020-01-14T00:00:00.000,AUDUBON,2887.18,284.60
2013-10-16T00:00:00.000,Kossuth,23206.50,1804.46
2019-04-04T00:00:00.000,SCOTT,133303.78,7576.47
2015-07-01T00:00:00.000,Winnebago,4607.22,418.25
2017-11-20T00:00:00.000,MITCHELL,7036.54,448.62
2018-12-17T00:00:00.000,MUSCATINE,120821.00,7470.43
2016-04-21T00:00:00.000,Crawford,23522.58,1562.39
2016-02-16T00:00:00.000,Jasper,893.52,64.50
2013-08-12T00:00:00.000,Keokuk,2426.76,231.75
2019-10-30T00:00:00.000,EMMET,10010.23,744.65
2014-05-07T00:00:00.000,Woodbury,157496.16,11965.34
2016-02-17T00:00:00.000,Buchanan,4985.06,393.15
2012-08-20T00:00:00.000,Plymouth,24258.91,1918.16
2014-12-15T00:00:00.000,Fayette,1250.28,111.81
2018-09-06T00:00:00.000,CARROLL,57982.43,4839.13
2016-10-14T00:00:00.000,STORY,30213.14,2020.20
2014-01-14T00:00:00.000,Cherokee,14076.64,1072.55
2012-11-05T00:00:00.000,Winneshiek,19869.08,1574.59
2016-05-04T00:00:00.000,Iowa,3980.59,350.50
2012-02-01T00:00:00.000,Wapello,41848.67,3288.49
2015-10-27T00:00:00.000,Adams,1774.91,133.31
2019-05-24T00:00:00.000,LEE,720.00,22.50
2013-08-26T00:00:00.000,Jefferson,20628.96,2162.57
2015-08-18T00:00:00.000,Montgomery,10415.29,882.91
2015-02-26T00:00:00.000,Henry,1282.49,85.75
2014-05-29T00:00:00.000,Linn,142051.85,10074.13
2017-02-06T00:00:00.000,WOODBURY,0.00,1.75
2019-12-16T00:00:00.000,OBRIEN,1111.33,97.55
2019-02-14T00:00:00.000,GREENE,6895.57,585.50
2018-04-27T00:00:00.000,BUCHANAN,1184.04,76.95
2012-10-24T00:00:00.000,Benton,6183.96,508.75
2012-06-05T00:00:00.000,Cass,20864.42,1668.05
2014-01-27T00:00:00.000,Adair,9003.26,734.18
2012-09-10T00:00:00.000,Chickasaw,5149.16,422.75
2019-04-26T00:00:00.000,LUCAS,9444.56,701.56
2019-09-18T00:00:00.000,PLYMOUTH,4748.92,325.14
2019-04-22T00:00:00.000,SCOTT,144841.49,9161.27
2014-07-28T00:00:00.000,Van Buren,4160.64,366.77
2014-07-01T00:00:00.000,Monroe,5828.51,411.10
2015-09-09T00:00:00.000,Jasper,1287.26,117.00
2012-11-26T00:00:00.000,Pocahontas,5681.16,451.80
2016-01-07T00:00:00.000,Cedar,5608.37,444.15
2017-09-20T00:00:00.000,Polk,16963.90,1248.53
2016-05-27T00:00:00.000,Story,1417.98,115.50
2012-04-11T00:00:00.000,Osceola,4130.88,357.12
2019-02-25T00:00:00.000,POWESHIEK,31804.18,2417.16
2015-08-11T00:00:00.000,Johnson,1087.82,76.25
2013-05-01T00:00:00.000,Wright,5130.63,440.75
2012-07-24T00:00:00.000,Marshall,3173.59,278.71
2013-04-09T00:00:00.000,Winnebago,804.76,61.00
2016-09-07T00:00:00.000,Polk,25845.05,1772.42
2018-07-30T00:00:00.000,CEDAR,2693.50,226.98
2014-07-10T00:00:00.000,Polk,355121.27,24226.61
2015-06-25T00:00:00.000,Wright,550.92,57.00
2019-07-26T00:00:00.000,WAYNE,1889.68,112.50
2018-05-16T00:00:00.000,SCOTT,188829.50,11597.57
2015-11-12T00:00:00.000,Clarke,17139.55,1156.50
2019-07-08T00:00:00.000,GRUNDY,5223.79,427.47
2019-01-02T00:00:00.000,CHEROKEE,20234.17,1340.32
2018-03-13T00:00:00.000,JASPER,606.04,57.50
2017-11-17T00:00:00.000,Fayette,2489.08,220.00
2014-09-03T00:00:00.000,Iowa,13623.14,1039.49
2013-03-11T00:00:00.000,Clayton,9145.08,665.25
2019-12-30T00:00:00.000,LINN,224533.33,12934.93
2018-07-17T00:00:00.000,JOHNSON,138797.52,8137.18
2012-04-30T00:00:00.000,Hancock,1725.81,159.00
2015-09-22T00:00:00.000,Taylor,791.63,68.65
2016-07-20T00:00:00.000,Kossuth,2380.84,213.87
2012-11-19T00:00:00.000,O'Brien,15150.68,1286.34
2017-03-24T00:00:00.000,MONTGOMERY,10911.14,702.22
2014-08-04T00:00:00.000,Cass,17282.61,1391.48
2015-02-24T00:00:00.000,Hamilton,18958.57,1402.32
2016-10-25T00:00:00.000,LINN,254123.85,16849.85
2019-07-23T00:00:00.000,Dallas,14744.10,784.50
2016-03-02T00:00:00.000,Scott,176738.47,10439.40
2014-04-22T00:00:00.000,Poweshiek,22113.12,1548.54
2012-08-15T00:00:00.000,Benton,5713.01,527.38
2012-08-27T00:00:00.000,Carroll,637.02,61.50
2015-12-17T00:00:00.000,Black Hawk,204964.01,12811.20
2019-09-10T00:00:00.000,SHELBY,10090.02,691.48
2013-02-20T00:00:00.000,Woodbury,25339.73,1999.59
2013-04-29T00:00:00.000,Clayton,7439.59,504.72
2017-07-05T00:00:00.000,JOHNSON,70040.39,4040.79
2012-02-29T00:00:00.000,Humboldt,8896.80,585.05
2012-05-29T00:00:00.000,Jasper,763.98,66.00
2017-10-20T00:00:00.000,GRUNDY,7311.05,667.56
2018-10-12T00:00:00.000,Scott,10486.44,337.50
2019-05-17T00:00:00.000,DECATUR,9386.08,642.04
2016-02-25T00:00:00.000,Winnebago,2485.53,238.87
2014-07-30T00:00:00.000,Marshall,2630.70,158.25
2019-03-18T00:00:00.000,POTTAWATTA,119060.63,6691.17
2014-01-20T00:00:00.000,Polk,195743.75,13428.61
2019-01-11T00:00:00.000,DECATUR,1651.92,114.61
2015-02-19T00:00:00.000,Winnebago,4921.44,348.58
2013-07-16T00:00:00.000,Mitchell,7735.88,623.89
2013-04-22T00:00:00.000,Monona,4393.51,304.58
2016-04-11T00:00:00.000,Jones,4370.94,358.50
2018-05-30T00:00:00.000,Scott,13147.08,380.62
2016-12-13T00:00:00.000,STORY,3279.41,157.60
2018-02-15T00:00:00.000,Webster,6127.71,377.00
2019-01-22T00:00:00.000,IOWA,4853.39,433.75
2015-05-22T00:00:00.000,Black Hawk,64623.55,5077.98
2018-09-17T00:00:00.000,GUTHRIE,5806.59,514.99
2019-09-24T00:00:00.000,Polk,5939.07,332.90
2012-10-08T00:00:00.000,Johnson,151678.72,9559.83
2015-08-20T00:00:00.000,Linn,36864.35,2571.00
2012-06-25T00:00:00.000,Boone,22968.63,2080.62
2016-02-09T00:00:00.000,Johnson,603.71,45.80
2019-08-26T00:00:00.000,IDA,3346.26,183.27
2019-12-17T00:00:00.000,PLYMOUTH,49107.08,3523.05
2017-10-12T00:00:00.000,DALLAS,26887.02,1727.68
2015-03-04T00:00:00.000,Crawford,2020.47,131.00
2014-09-30T00:00:00.000,Wright,7640.39,673.55
2017-12-22T00:00:00.000,JASPER,2412.62,154.02
2014-06-03T00:00:00.000,Marshall,47744.40,4012.81
2015-07-14T00:00:00.000,Madison,8870.82,746.55
2012-05-29T00:00:00.000,Scott,178036.85,12693.19
2017-08-14T00:00:00.000,POCAHONTAS,1378.82,118.87
2012-09-12T00:00:00.000,Hamilton,6486.31,571.25
2020-01-06T00:00:00.000,JACKSON,18625.89,1278.73
2017-10-23T00:00:00.000,HARDIN,23618.10,1720.30
2015-02-17T00:00:00.000,Jones,7346.85,708.72
2012-03-26T00:00:00.000,Buena Vista,567.44,61.99
2016-01-15T00:00:00.000,Audubon,987.84,66.00
2013-05-21T00:00:00.000,Johnson,18991.79,1048.56
2016-10-19T00:00:00.000,Marion,2501.77,168.35
2018-06-07T00:00:00.000,Scott,2558.13,203.27
2019-07-16T00:00:00.000,HARDIN,2314.65,158.17
2016-10-19T00:00:00.000,WOODBURY,181852.05,12085.33
2016-04-04T00:00:00.000,Clayton,11374.22,902.26
2019-07-08T00:00:00.000,CALHOUN,2968.15,288.50
2020-01-20T00:00:00.000,HOWARD,1144.39,112.20
2017-09-11T00:00:00.000,KEOKUK,5911.81,563.01
2016-01-26T00:00:00.000,Chickasaw,5737.13,459.85
2013-05-22T00:00:00.000,Sac,7425.49,643.20
2019-09-11T00:00:00.000,SCOTT,72120.16,4052.32
2016-05-19T00:00:00.000,Carroll,43039.61,3661.82
2019-09-20T00:00:00.000,MONTGOMERY,16128.81,1161.77
2019-11-21T00:00:00.000,GRUNDY,2352.66,179.50
2015-08-24T00:00:00.000,Adair,2985.77,282.85
2018-08-28T00:00:00.000,IDA,12829.88,849.99
2017-07-03T00:00:00.000,FLOYD,12762.10,852.05
2015-03-10T00:00:00.000,Polk,160660.11,11133.71
2016-01-07T00:00:00.000,Crawford,24943.47,1683.79
2017-09-11T00:00:00.000,Polk,7506.95,494.38
2014-05-07T00:00:00.000,Ida,8671.46,638.05
2013-05-06T00:00:00.000,Johnson,156509.93,10809.14
2015-09-09T00:00:00.000,Scott,167792.06,11392.06
2017-12-19T00:00:00.000,Linn,2256.52,157.43
2012-09-11T00:00:00.000,Cass,14491.52,1092.76
2017-06-05T00:00:00.000,HENRY,18552.25,1301.24
2017-05-01T00:00:00.000,Harrison,606.78,71.10
2018-09-04T00:00:00.000,SIOUX,41624.25,3689.97
2014-03-31T00:00:00.000,Grundy,3465.94,254.87
2019-03-19T00:00:00.000,JONES,4639.01,459.97
2019-10-04T00:00:00.000,HENRY,38221.77,2129.39
2018-12-13T00:00:00.000,IOWA,4392.24,374.16
2018-09-17T00:00:00.000,STORY,2595.52,135.55
2015-07-27T00:00:00.000,Grundy,7048.78,635.06
2014-08-18T00:00:00.000,Johnson,49874.73,3422.33
2016-09-09T00:00:00.000,,6314.46,466.23
2013-02-13T00:00:00.000,Adair,1242.04,116.70
2016-06-09T00:00:00.000,Franklin,793.62,82.80
2014-06-17T00:00:00.000,Pocahontas,7832.54,944.55
2017-11-29T00:00:00.000,EMMET,8237.81,578.00
2020-02-12T00:00:00.000,BLACK HAWK,1493.82,104.27
2018-04-16T00:00:00.000,JACKSON,23198.32,1576.40
2019-11-19T00:00:00.000,HARRISON,10944.65,695.19
2014-10-07T00:00:00.000,Union,18995.49,1365.50
2012-04-11T00:00:00.000,Webster,49235.11,4176.77
2013-03-19T00:00:00.000,Butler,1922.61,200.57
2020-01-03T00:00:00.000,POTTAWATTA,64967.41,3658.27
2015-06-24T00:00:00.000,Kossuth,41231.84,2949.27
2015-04-01T00:00:00.000,Kossuth,26004.07,1847.47
2017-01-17T00:00:00.000,LYON,10981.44,839.46
2016-03-15T00:00:00.000,Butler,1778.58,158.00
2020-01-13T00:00:00.000,OBRIEN,1114.34,101.10
2019-04-19T00:00:00.000,UNION,25146.93,1568.40
2017-08-04T00:00:00.000,TAYLOR,2848.43,239.85
2017-10-05T00:00:00.000,POLK,1031892.30,53564.28
2014-07-31T00:00:00.000,Iowa,8231.36,580.73
2015-12-09T00:00:00.000,Story,138222.53,9250.75
2017-01-11T00:00:00.000,SCOTT,153086.86,10488.32
2012-12-28T00:00:00.000,Winneshiek,32571.35,2549.03
2019-05-23T00:00:00.000,BLACK HAWK,80206.54,4875.19
2013-09-09T00:00:00.000,Johnson,57304.46,3854.02
2012-01-23T00:00:00.000,Wayne,1835.74,138.21
2014-11-25T00:00:00.000,Cerro Gordo,74727.55,5717.34
2017-10-17T00:00:00.000,PLYMOUTH,16431.79,1156.32
2019-03-14T00:00:00.000,CARROLL,38538.61,2492.01
2019-12-02T00:00:00.000,HOWARD,1046.86,34.70
2013-03-20T00:00:00.000,Union,2941.50,184.50
2012-01-24T00:00:00.000,Dickinson,77884.67,6102.21
2012-04-24T00:00:00.000,Tama,1406.78,139.50
2019-08-28T00:00:00.000,Hancock,1306.20,120.10
2014-05-27T00:00:00.000,Sioux,23591.93,1799.60
2019-10-29T00:00:00.000,DALLAS,22352.45,1297.87
2017-12-05T00:00:00.000,WOODBURY,0.00,0.75
2013-12-23T00:00:00.000,Calhoun,4887.26,379.84
2012-10-29T00:00:00.000,Buena Vista,1282.02,112.12
2016-08-22T00:00:00.000,Cedar,1275.36,105.95
2013-12-18T00:00:00.000,Johnson,40582.45,2425.49
2012-08-29T00:00:00.000,Appanoose,14696.65,1193.61
2017-09-15T00:00:00.000,FAYETTE,21833.17,1552.25
2013-02-11T00:00:00.000,Johnson,93940.39,6606.16
2017-03-27T00:00:00.000,LEE,62855.86,4264.99
2013-10-31T00:00:00.000,Wayne,1647.33,144.75
2012-02-13T00:00:00.000,Monona,4120.26,306.05
2014-09-03T00:00:00.000,Kossuth,30453.79,2096.33
2012-02-23T00:00:00.000,Cedar,5206.18,499.33
2019-02-11T00:00:00.000,WASHINGTON,30340.00,2052.49
2014-08-13T00:00:00.000,Monroe,5195.22,377.11
2015-12-16T00:00:00.000,Buchanan,6360.06,479.29
2012-12-21T00:00:00.000,Story,30011.45,1912.37
2015-12-29T00:00:00.000,Scott,197180.06,11153.69
2016-07-20T00:00:00.000,Iowa,7381.99,653.50
2020-02-25T00:00:00.000,IDA,14166.08,1375.75
2019-04-18T00:00:00.000,CHEROKEE,8.88,0.75
2016-12-20T00:00:00.000,BUENA VIST,51236.31,3575.69
2016-10-10T00:00:00.000,LINN,85445.55,5821.33
2017-10-13T00:00:00.000,SHELBY,2646.00,92.25
2015-04-23T00:00:00.000,Worth,3715.35,298.00
2019-03-29T00:00:00.000,UNION,13113.22,1022.75
2012-06-12T00:00:00.000,Lee,48103.41,3866.00
2018-06-21T00:00:00.000,DES MOINES,10.08,0.60
2014-05-19T00:00:00.000,Harrison,10117.30,820.69
2012-05-30T00:00:00.000,Mills,6020.00,509.80
2016-08-09T00:00:00.000,Ida,9818.96,669.80
2013-09-16T00:00:00.000,Harrison,6306.40,477.42
2019-11-08T00:00:00.000,CLARKE,38359.50,2647.94
2019-12-13T00:00:00.000,HUMBOLDT,17149.76,1425.07
2014-06-25T00:00:00.000,Woodbury,200238.45,13800.22
2017-11-21T00:00:00.000,OBRIEN,28463.79,2213.40
2017-12-29T00:00:00.000,KOSSUTH,31033.24,2017.76
2016-09-01T00:00:00.000,FRANKLIN,1037.48,109.50
2013-05-30T00:00:00.000,Mahaska,17523.58,1235.85
2015-01-26T00:00:00.000,Audubon,3051.40,241.88
2018-06-25T00:00:00.000,DICKINSON,0.00,0.75
2019-07-26T00:00:00.000,ALLAMAKEE,15080.14,1068.06
2019-09-03T00:00:00.000,GREENE,9358.14,873.65
2013-06-05T00:00:00.000,Van Buren,1972.66,120.87
2018-02-05T00:00:00.000,Linn,7564.38,1133.25
2018-09-07T00:00:00.000,LINN,10.50,0.40
2017-08-04T00:00:00.000,DECATUR,729.15,68.61
2019-03-05T00:00:00.000,Plymouth,10834.40,848.11
2012-03-14T00:00:00.000,Buena Vista,30474.42,2825.09
2018-09-14T00:00:00.000,WINNESHIEK,31227.25,2114.08
2016-04-04T00:00:00.000,Muscatine,71490.37,5074.35
2017-12-26T00:00:00.000,Linn,2855.49,179.32
2012-12-24T00:00:00.000,Scott,130559.03,8692.19
2018-02-28T00:00:00.000,DAVIS,1980.08,174.75
2012-03-28T00:00:00.000,Sioux,2939.26,236.62
2012-03-28T00:00:00.000,Guthrie,1221.88,71.60
2017-03-07T00:00:00.000,JOHNSON,220854.64,15819.68
2019-10-25T00:00:00.000,CALHOUN,1999.98,197.25
2015-10-27T00:00:00.000,Clayton,737.38,46.73
2016-05-02T00:00:00.000,Buchanan,28838.33,2567.83
2013-11-06T00:00:00.000,Monroe,4434.22,330.86
2015-06-24T00:00:00.000,Iowa,5429.38,496.25
2015-04-01T00:00:00.000,Iowa,3735.56,386.00
2012-08-15T00:00:00.000,Page,1368.89,105.25
2015-06-15T00:00:00.000,Butler,2142.78,169.50
2015-07-29T00:00:00.000,Wapello,46259.13,3085.60
2019-01-03T00:00:00.000,HUMBOLDT,11114.65,779.70
2020-02-21T00:00:00.000,MONROE,9337.98,747.10
2017-07-10T00:00:00.000,Adair,3469.05,284.74
2016-03-07T00:00:00.000,Buchanan,12371.51,909.87
2012-08-22T00:00:00.000,Clay,22486.35,1968.97
2017-02-06T00:00:00.000,Des Moines,3066.00,194.70
2017-09-01T00:00:00.000,CLARKE,10545.46,679.25
2016-12-19T00:00:00.000,BUENA VIST,1903.31,159.25
2019-03-29T00:00:00.000,HANCOCK,3624.74,278.99
2018-09-24T00:00:00.000,BUTLER,3997.44,326.69
2018-06-05T00:00:00.000,Black Hawk,3252.77,170.48
2012-12-24T00:00:00.000,Jasper,4142.49,247.33
2012-05-15T00:00:00.000,Carroll,40555.56,3605.59
2016-11-07T00:00:00.000,Henry,12899.22,948.00
2014-03-26T00:00:00.000,Monroe,3099.22,276.87
2019-04-26T00:00:00.000,BLACK HAWK,4.68,0.40
2019-11-08T00:00:00.000,Hardin,11799.12,676.70
2019-03-22T00:00:00.000,GRUNDY,6746.05,634.76
2015-06-23T00:00:00.000,Dubuque,168141.43,11765.46
2017-10-02T00:00:00.000,LINN,136565.56,8372.85
2013-09-12T00:00:00.000,Iowa,10312.87,664.00
2019-06-15T00:00:00.000,Iowa,2730.39,91.84
2019-08-23T00:00:00.000,JOHNSON,4414.74,298.62
2014-01-06T00:00:00.000,Worth,3799.18,338.49
2017-10-05T00:00:00.000,CRAWFORD,55179.83,2785.44
2014-04-23T00:00:00.000,Buchanan,5470.00,471.27
2015-07-22T00:00:00.000,Ida,7904.66,656.25
2019-05-17T00:00:00.000,TAYLOR,2019.50,143.37
2013-07-22T00:00:00.000,Keokuk,1144.23,102.37
2015-06-23T00:00:00.000,Howard,12277.44,1074.20
2014-07-21T00:00:00.000,Audubon,2281.76,258.50
2019-01-11T00:00:00.000,TAYLOR,2011.88,150.65
2015-12-07T00:00:00.000,Webster,6804.86,443.06
2018-12-17T00:00:00.000,SHELBY,49232.18,2581.19
2018-10-03T00:00:00.000,Kossuth,1775.24,154.85
2015-03-02T00:00:00.000,Henry,14061.50,960.79
2016-12-09T00:00:00.000,MADISON,11101.27,880.70
2013-09-24T00:00:00.000,Hamilton,10269.27,867.78
2017-06-16T00:00:00.000,Fayette,2241.72,192.00
2012-10-24T00:00:00.000,Page,2367.56,177.25
2012-12-10T00:00:00.000,Black Hawk,307884.33,21082.03
2015-08-04T00:00:00.000,Polk,163527.89,11472.98
2018-04-30T00:00:00.000,HENRY,14348.08,991.95
2012-02-20T00:00:00.000,Cerro Gordo,108965.98,9879.64
2014-03-13T00:00:00.000,Scott,3970.32,169.50
2014-03-06T00:00:00.000,Clarke,17147.47,1227.00
2014-02-17T00:00:00.000,Polk,257334.96,15267.46
2015-02-18T00:00:00.000,Hancock,5735.74,586.50
2013-05-21T00:00:00.000,Black Hawk,38651.70,2532.47
2012-06-20T00:00:00.000,Van Buren,2820.42,239.48
2012-07-23T00:00:00.000,O'Brien,2069.42,211.00
2019-11-06T00:00:00.000,PALO ALTO,18214.10,1482.76
2015-10-08T00:00:00.000,Warren,6245.03,524.77
2012-06-25T00:00:00.000,Calhoun,3638.36,318.98
2013-04-15T00:00:00.000,Fayette,8953.50,692.38
2013-12-21T00:00:00.000,Montgomery,9816.01,766.87
2019-03-19T00:00:00.000,DUBUQUE,129162.85,8956.89
2013-06-11T00:00:00.000,Grundy,4907.21,355.87
2012-05-10T00:00:00.000,Warren,7813.89,641.40
2017-03-09T00:00:00.000,Webster,6016.60,374.72
2019-02-05T00:00:00.000,CALHOUN,3627.04,334.00
2018-08-14T00:00:00.000,OSCEOLA,3201.01,241.57
2019-10-29T00:00:00.000,TAMA,13003.83,833.78
2017-08-14T00:00:00.000,Polk,14276.06,799.29
2019-06-04T00:00:00.000,FAYETTE,21900.96,1675.39
2019-09-16T00:00:00.000,HOWARD,1245.59,118.60
2014-07-21T00:00:00.000,Van Buren,2353.08,195.00
2012-10-08T00:00:00.000,Black Hawk,204830.23,16082.83
2018-03-26T00:00:00.000,BREMER,27254.00,1939.53
2016-06-09T00:00:00.000,Polk,445415.54,29550.26
2014-09-17T00:00:00.000,Jasper,967.86,90.00
2015-05-22T00:00:00.000,Johnson,85484.92,5778.18
2017-02-15T00:00:00.000,Linn,599.49,47.60
2012-10-23T00:00:00.000,Warren,28625.52,2170.98
2016-09-19T00:00:00.000,WASHINGTON,21528.84,1616.89
2016-02-09T00:00:00.000,Black Hawk,17758.65,1904.29
2013-03-25T00:00:00.000,Winnebago,12077.83,986.14
2016-12-26T00:00:00.000,BUCHANAN,32881.61,2591.86
2019-05-10T00:00:00.000,Clayton,4294.69,289.60
2013-06-24T00:00:00.000,Floyd,20931.94,1707.17
2017-12-01T00:00:00.000,PAGE,35535.55,2440.15
2019-02-25T00:00:00.000,JEFFERSON,15635.49,1064.80
2015-05-19T00:00:00.000,Fremont,3078.24,211.50
2016-12-28T00:00:00.000,WAPELLO,47511.55,3299.04
2017-08-08T00:00:00.000,,11040.18,675.28
2019-03-06T00:00:00.000,WOODBURY,263500.56,16690.39
2016-05-11T00:00:00.000,Poweshiek,2301.58,169.38
2017-02-21T00:00:00.000,BUENA VIST,28950.61,2095.29
2016-10-05T00:00:00.000,CARROLL,0.00,0.75
